t,fz1,fz2
12.120000000000001,5.126953125,4.8828125
12.16,4.9285888671875,4.608154296875
12.2,4.6844482421875,5.0811767578125
12.239999999999998,4.791259765625,4.4708251953125
12.280000000000001,4.974365234375,4.6539306640625
12.32,4.913330078125,4.69970703125
12.36,4.9285888671875,5.096435546875
12.399999999999999,5.1727294921875,5.18798828125
12.440000000000001,5.2947998046875,4.8828125
12.48,4.608154296875,5.3863525390625
12.52,5.18798828125,4.5928955078125
12.559999999999999,4.913330078125,4.8828125
12.600000000000001,5.0811767578125,5.18798828125
12.64,5.2947998046875,4.9896240234375
12.68,4.7760009765625,5.0201416015625
12.719999999999999,4.7149658203125,5.0811767578125
12.760000000000002,4.82177734375,4.6539306640625
12.8,4.5166015625,4.7149658203125
12.84,5.2032470703125,4.5928955078125
12.879999999999999,4.69970703125,5.1422119140625
12.920000000000002,5.1727294921875,5.1116943359375
12.96,5.523681640625,4.9285888671875
13.0,5.035400390625,5.0506591796875
13.04,5.5694580078125,4.6844482421875
13.080000000000002,4.9591064453125,5.218505859375
13.120000000000001,4.730224609375,4.852294921875
13.16,5.0506591796875,4.82177734375
13.2,4.364013671875,4.608154296875
13.239999999999998,4.5166015625,4.3792724609375
13.280000000000001,4.8370361328125,4.638671875
13.32,4.3182373046875,5.2337646484375
13.36,5.0048828125,5.035400390625
13.399999999999999,5.157470703125,5.218505859375
13.440000000000001,5.06591796875,5.1727294921875
13.48,5.401611328125,5.2337646484375
13.52,5.43212890625,5.2490234375
13.559999999999999,5.31005859375,5.3863525390625
13.600000000000001,5.2642822265625,5.035400390625
13.64,5.8135986328125,4.7607421875
13.68,4.852294921875,5.6915283203125
13.719999999999999,5.67626953125,5.4168701171875
13.760000000000002,5.4779052734375,6.439208984375
13.8,5.1116943359375,5.6304931640625
13.84,5.1116943359375,5.035400390625
13.879999999999999,4.8370361328125,5.1422119140625
13.920000000000002,4.730224609375,4.486083984375
13.96,4.57763671875,4.547119140625
14.0,4.547119140625,4.241943359375
14.04,4.3487548828125,4.1961669921875
14.080000000000002,4.3487548828125,4.4097900390625
14.120000000000001,4.547119140625,4.1961669921875
14.16,4.3792724609375,4.547119140625
14.2,4.57763671875,5.035400390625
14.239999999999998,5.2947998046875,4.5013427734375
14.280000000000001,5.4779052734375,4.669189453125
14.32,5.2947998046875,5.2947998046875
14.36,5.584716796875,5.18798828125
14.399999999999999,5.92041015625,5.7373046875
14.440000000000001,5.859375,5.6915283203125
14.48,5.767822265625,5.4473876953125
14.52,5.6915283203125,5.55419921875
14.559999999999999,5.7373046875,5.5084228515625
14.600000000000001,5.340576171875,5.2642822265625
14.64,5.4168701171875,4.8828125
14.68,4.730224609375,5.1116943359375
14.719999999999999,4.57763671875,4.791259765625
14.760000000000002,4.4403076171875,4.5166015625
14.8,4.4708251953125,4.150390625
14.84,4.1961669921875,4.058837890625
14.879999999999999,4.6539306640625,4.33349609375
14.920000000000002,5.06591796875,4.608154296875
14.96,5.401611328125,4.8675537109375
15.0,5.2337646484375,5.5694580078125
15.04,5.2947998046875,5.5999755859375
15.080000000000002,5.5694580078125,5.6304931640625
15.120000000000001,5.5694580078125,5.2490234375
15.16,5.645751953125,5.523681640625
15.2,5.7830810546875,5.67626953125
15.239999999999998,4.9896240234375,5.462646484375
15.280000000000001,5.4779052734375,5.279541015625
15.32,5.7373046875,5.279541015625
15.36,5.462646484375,4.9591064453125
15.399999999999999,4.638671875,5.2337646484375
15.440000000000001,4.4097900390625,4.8370361328125
15.48,4.9591064453125,4.0435791015625
15.52,4.8065185546875,4.0435791015625
15.559999999999999,4.8828125,4.3792724609375
15.600000000000001,4.57763671875,4.638671875
15.64,4.730224609375,4.7454833984375
15.68,4.8980712890625,4.974365234375
15.719999999999999,4.8980712890625,4.8675537109375
15.760000000000002,5.2947998046875,4.8980712890625
15.8,5.0506591796875,4.8828125
15.84,5.4473876953125,5.157470703125
15.879999999999999,5.3863525390625,5.218505859375
15.920000000000002,5.6610107421875,5.18798828125
15.96,5.79833984375,5.645751953125
16.0,5.218505859375,5.767822265625
16.04,4.791259765625,5.340576171875
16.080000000000002,4.5318603515625,4.974365234375
16.12,4.486083984375,4.8675537109375
16.16,4.5013427734375,4.69970703125
16.2,4.6995849609375,4.2877197265625
16.240000000000002,4.608154296875,4.4097900390625
16.28,4.8065185546875,4.730224609375
16.32,4.9896240234375,4.57763671875
16.36,5.1727294921875,4.852294921875
16.4,5.523681640625,5.0201416015625
16.44,5.615234375,5.0201416015625
16.48,5.706787109375,5.035400390625
16.52,5.9661865234375,5.4168701171875
16.56,5.5084228515625,5.7525634765625
16.6,5.401611328125,5.4473876953125
16.64,5.4473876953125,5.401611328125
16.68,4.913330078125,5.0811767578125
16.72,4.6539306640625,5.035400390625
16.76,4.974365234375,4.8675537109375
16.8,4.5928955078125,4.69970703125
16.84,4.913330078125,4.974365234375
16.88,5.0506591796875,4.6539306640625
16.92,5.0201416015625,5.0048828125
16.96,5.4779052734375,5.0811767578125
17.0,5.31005859375,5.2493896484375
17.04,5.2337646484375,5.157470703125
17.080000000000002,5.3558349609375,5.2032470703125
17.12,5.06591796875,5.18798828125
17.16,5.0811767578125,5.096435546875
17.2,5.462646484375,5.035400390625
17.240000000000002,5.2490234375,5.096435546875
17.28,5.2642822265625,5.0506591796875
17.32,5.4779052734375,5.2032470703125
17.36,5.6304931640625,4.94384765625
17.4,5.4168701171875,5.0201416015625
17.44,5.340576171875,5.2642822265625
17.48,5.523681640625,5.2642822265625
17.52,5.18798828125,5.3863525390625
17.56,5.096435546875,5.0201416015625
17.6,4.9591064453125,4.82177734375
17.64,4.5928955078125,5.126953125
17.68,4.69970703125,5.1727294921875
17.72,4.57763671875,5.0811767578125
17.76,4.791259765625,4.8065185546875
17.8,4.8370361328125,4.9285888671875
17.84,5.584716796875,5.157470703125
17.88,5.2337646484375,4.9285888671875
17.92,5.218505859375,4.8828125
17.96,5.3558349609375,4.9591064453125
18.0,5.4779052734375,5.2337646484375
18.04,5.157470703125,5.6915283203125
18.080000000000002,5.2032470703125,5.340576171875
18.12,5.035400390625,5.1422119140625
18.16,5.18798828125,5.4168701171875
18.2,4.9896240234375,5.279541015625
18.240000000000002,5.0201416015625,4.8980712890625
18.28,5.096435546875,5.035400390625
18.32,4.9896240234375,4.8675537109375
18.36,5.035400390625,4.669189453125
18.4,5.126953125,4.8675537109375
18.44,4.7607421875,4.7454833984375
18.48,4.5318603515625,4.791259765625
18.52,5.035400390625,4.730224609375
18.56,4.7149658203125,4.57763671875
18.6,4.6844482421875,4.7607421875
18.64,5.1422119140625,4.7607421875
18.68,5.0201416015625,4.94384765625
18.72,5.279541015625,5.035400390625
18.76,5.584716796875,5.31005859375
18.8,6.0577392578125,5.2947998046875
18.84,5.950927734375,5.2947998046875
18.88,5.5389404296875,5.218505859375
18.92,5.6915283203125,5.2947998046875
18.96,5.7373046875,5.340576171875
19.0,5.6915283203125,5.340576171875
19.04,5.462646484375,5.218505859375
19.080000000000002,5.5084228515625,5.340576171875
19.12,5.2947998046875,5.4779052734375
19.16,5.0048828125,5.3253173828125
19.2,5.06591796875,5.2032470703125
19.240000000000002,4.669189453125,4.669189453125
19.28,5.1727294921875,4.7454833984375
19.32,4.8980712890625,4.5623779296875
19.36,4.82177734375,4.669189453125
19.4,4.94384765625,4.4097900390625
19.44,4.425048828125,4.3182373046875
19.48,4.5013427734375,4.33349609375
19.52,4.608154296875,4.364013671875
19.56,4.6234130859375,4.3792724609375
19.6,4.730224609375,4.547119140625
19.64,4.6539306640625,4.69970703125
19.68,4.9591064453125,4.913330078125
19.72,4.8828125,5.0506591796875
19.76,5.55419921875,5.31005859375
19.8,5.6915283203125,5.615234375
19.84,5.615234375,5.584716796875
19.88,5.767822265625,5.8135986328125
19.92,5.9051513671875,6.0882568359375
19.96,6.011962890625,5.5694580078125
20.0,5.5084228515625,5.31005859375
20.040000000000003,5.5389404296875,4.94384765625
20.080000000000002,5.5694580078125,5.1727294921875
20.12,5.1727294921875,5.0201416015625
20.16,5.0201416015625,5.3558349609375
20.200000000000003,4.8675537109375,5.1116943359375
20.240000000000002,5.157470703125,4.638671875
20.28,4.82177734375,4.8370361328125
20.32,4.8828125,4.8828125
20.36,5.2642822265625,4.94384765625
20.400000000000002,5.1116943359375,4.6539306640625
20.44,5.157470703125,4.8828125
20.48,5.3253173828125,5.1422119140625
20.52,5.3863525390625,5.0506591796875
20.560000000000002,5.43212890625,5.1422119140625
20.6,5.2490234375,5.2337646484375
20.64,5.218505859375,5.0201416015625
20.68,5.2032470703125,4.6539306640625
20.720000000000002,4.9591064453125,4.9896240234375
20.76,5.34033203125,5.2337646484375
20.8,5.8135986328125,5.3558349609375
20.84,5.3558349609375,5.37109375
20.880000000000003,5.401611328125,5.4168701171875
20.92,5.5694580078125,5.37109375
20.96,5.035400390625,5.0201416015625
21.0,5.2032470703125,5.1422119140625
21.040000000000003,5.3253173828125,4.913330078125
21.080000000000002,5.157470703125,4.8065185546875
21.12,5.18798828125,4.9591064453125
21.16,5.0506591796875,4.94384765625
21.200000000000003,5.5389404296875,5.035400390625
21.240000000000002,5.4168701171875,5.0811767578125
21.28,5.18798828125,5.1727294921875
21.32,4.8675537109375,5.0506591796875
21.360000000000003,4.8675537109375,5.0506591796875
21.400000000000002,4.974365234375,5.0506591796875
21.44,5.1727294921875,5.18798828125
21.48,4.7607421875,4.8065185546875
21.52,4.9285888671875,4.7149658203125
21.560000000000002,5.157470703125,4.82177734375
21.6,5.126953125,5.0048828125
21.64,5.2642822265625,5.06591796875
21.68,4.974365234375,5.2337646484375
21.720000000000002,5.37109375,5.401611328125
21.76,5.18798828125,5.2642822265625
21.8,5.1422119140625,5.2490234375
21.84,4.852294921875,5.06591796875
21.880000000000003,5.0506591796875,4.7607421875
21.92,5.1116943359375,4.69970703125
21.96,5.37109375,4.82177734375
22.0,4.852294921875,5.0201416015625
22.040000000000003,5.0201416015625,4.94384765625
22.080000000000002,5.0201416015625,5.0048828125
22.12,5.06591796875,5.2947998046875
22.16,4.791259765625,5.035400390625
22.200000000000003,5.06591796875,5.218505859375
22.240000000000002,5.4168701171875,5.401611328125
22.28,5.31005859375,5.31005859375
22.32,5.645751953125,5.06591796875
22.360000000000003,5.6304931640625,5.2947998046875
22.400000000000002,5.584716796875,5.3558349609375
22.44,5.279541015625,5.4473876953125
22.48,5.2337646484375,5.3863525390625
22.52,5.126953125,5.035400390625
22.560000000000002,4.8980712890625,5.1116943359375
22.6,5.67626953125,5.584716796875
22.64,4.974365234375,4.791259765625
22.68,5.18798828125,4.7454833984375
22.720000000000002,4.9591064453125,4.6234130859375
22.76,5.218505859375,5.06591796875
22.8,5.096435546875,5.0811767578125
22.84,4.638671875,4.7607421875
22.880000000000003,4.69970703125,4.9591064453125
22.92,5.06591796875,4.9591064453125
22.96,4.8980712890625,4.974365234375
23.0,4.974365234375,5.2947998046875
23.040000000000003,4.5013427734375,5.1727294921875
23.080000000000002,4.8828125,5.1422119140625
23.12,4.82177734375,5.035400390625
23.16,4.638671875,4.8980712890625
23.200000000000003,4.45556640625,4.6539306640625
23.240000000000002,4.6234130859375,5.1727294921875
23.28,4.7149658203125,5.401611328125
23.32,5.218505859375,5.4931640625
23.360000000000003,5.6915283203125,5.8441162109375
23.400000000000002,5.67626953125,5.950927734375
23.44,5.9356689453125,6.1798095703125
23.48,5.645751953125,5.859375
23.52,5.5999755859375,6.0577392578125
23.560000000000002,5.401611328125,5.6610107421875
23.6,5.2032470703125,5.2032470703125
23.64,4.608154296875,4.57763671875
23.68,4.3487548828125,4.5318603515625
23.720000000000002,4.5928955078125,4.6234130859375
23.76,4.21142578125,4.364013671875
23.8,4.39453125,4.608154296875
23.84,4.2266845703125,4.425048828125
23.880000000000003,4.5623779296875,4.82177734375
23.92,4.82177734375,4.7607421875
23.96,4.9896240234375,4.791259765625
24.0,5.218505859375,5.06591796875
24.040000000000003,5.401611328125,5.157470703125
24.080000000000002,5.523681640625,5.2642822265625
24.12,5.706787109375,5.462646484375
24.16,5.7373046875,5.5999755859375
24.200000000000003,5.157470703125,5.43212890625
24.240000000000002,5.1116943359375,5.523681640625
24.28,4.8675537109375,4.974365234375
24.32,4.69970703125,4.9591064453125
24.360000000000003,4.852294921875,5.157470703125
24.400000000000002,4.8980712890625,4.8370361328125
24.44,5.1116943359375,4.8370361328125
24.48,5.279541015625,4.974365234375
24.52,5.4473876953125,5.2032470703125
24.560000000000002,5.4168701171875,4.9896240234375
24.6,5.0506591796875,4.6539306640625
24.64,5.2490234375,4.9591064453125
24.68,5.340576171875,5.43212890625
24.720000000000002,5.43212890625,5.1116943359375
24.76,5.2337646484375,5.157470703125
24.8,5.55419921875,5.2947998046875
24.84,5.126953125,5.1422119140625
24.880000000000003,5.1727294921875,4.9591064453125
24.92,5.157470703125,5.0506591796875
24.96,5.06591796875,5.43212890625
25.0,5.3253173828125,5.43212890625
25.040000000000003,5.462646484375,5.218505859375
25.080000000000002,5.218505859375,5.0201416015625
25.12,4.94384765625,4.8675537109375
25.16,5.340576171875,5.401611328125
25.200000000000003,5.4473876953125,5.06591796875
25.240000000000002,5.126953125,5.157470703125
25.28,5.3253173828125,5.7525634765625
25.32,5.4168701171875,5.7525634765625
25.360000000000003,5.584716796875,5.6610107421875
25.400000000000002,5.401611328125,5.79833984375
25.44,5.615234375,5.5694580078125
25.48,5.5084228515625,5.6610107421875
25.52,5.4168701171875,5.279541015625
25.560000000000002,5.0506591796875,5.4931640625
25.6,5.126953125,5.279541015625
25.64,4.8980712890625,5.1727294921875
25.68,5.1116943359375,4.8065185546875
25.720000000000002,5.18798828125,4.94384765625
25.76,4.6234130859375,4.82177734375
25.8,4.791259765625,4.9285888671875
25.84,4.8828125,4.9591064453125
25.880000000000003,4.7454833984375,4.608154296875
25.92,4.791259765625,5.035400390625
25.96,4.6539306640625,5.401611328125
26.0,4.94384765625,5.1727294921875
26.040000000000003,5.06591796875,5.0506591796875
26.080000000000002,5.126953125,4.974365234375
26.12,5.0811767578125,4.8675537109375
26.16,5.1422119140625,5.340576171875
26.200000000000003,5.5389404296875,5.1727294921875
26.240000000000002,5.55419921875,4.974365234375
26.28,5.584716796875,5.2337646484375
26.32,5.340576171875,4.94384765625
26.360000000000003,5.67626953125,5.2337646484375
26.400000000000002,5.31005859375,5.340576171875
26.44,5.4779052734375,5.4473876953125
26.48,5.2947998046875,5.43212890625
26.52,5.584716796875,5.767822265625
26.560000000000002,4.8980712890625,5.2337646484375
26.6,5.2947998046875,5.43212890625
26.64,4.791259765625,4.8980712890625
26.68,5.0201416015625,5.279541015625
26.720000000000002,4.8828125,4.8828125
26.76,5.18798828125,4.9591064453125
26.8,5.279541015625,5.2490234375
26.84,5.8135986328125,5.2490234375
26.880000000000003,5.3558349609375,5.31005859375
26.92,5.462646484375,4.9896240234375
26.96,5.7525634765625,5.31005859375
27.0,5.584716796875,4.9896240234375
27.040000000000003,5.5084228515625,5.0811767578125
27.080000000000002,5.2490234375,5.1727294921875
27.12,5.43212890625,5.0506591796875
27.16,5.0048828125,4.9896240234375
27.200000000000003,5.2490234375,4.6844482421875
27.240000000000002,4.7607421875,4.669189453125
27.28,4.150390625,4.6234130859375
27.32,4.791259765625,4.669189453125
27.360000000000003,4.3182373046875,4.94384765625
27.400000000000002,4.638671875,5.0506591796875
27.44,4.7607421875,4.9591064453125
27.48,4.69970703125,5.3558349609375
27.52,5.3863525390625,5.4473876953125
27.560000000000002,5.706787109375,5.55419921875
27.6,5.4473876953125,5.5084228515625
27.64,5.889892578125,5.6915283203125
27.68,5.4779052734375,5.767822265625
27.720000000000002,5.5389404296875,5.401611328125
27.76,5.2642822265625,5.43212890625
27.8,5.2947998046875,5.2032470703125
27.84,4.8828125,5.218505859375
27.880000000000003,4.5623779296875,4.8065185546875
27.92,4.3792724609375,4.638671875
27.96,4.4097900390625,4.6844482421875
28.0,4.180908203125,4.8370361328125
28.040000000000003,4.486083984375,4.8370361328125
