q1,q2,q3,q4,q5,q6
0.4956676699995822,-1.6127806480506428,1.7898025221137905,-0.17702187406314773,1.2810658333970306,-3.141592653589793
0.4944353420341817,-1.6127976367994994,1.7898129689064215,-0.1770153321069221,1.27983350543163,-3.141592653589793
0.49320353404660244,-1.6128135425773467,1.789818544596262,-0.17700500201891534,1.2786016974440508,-3.141592653589793
0.4919722274555884,-1.6128284772338297,1.789819356032465,-0.17699087879863518,1.2773703908530367,-3.141592653589793
0.4907419467947304,-1.6128408460965113,1.7898138825293788,-0.17697303643286744,1.2761401101921788,-3.141592653589793
0.48951321408114257,-1.6128490881199995,1.7898006355881066,-0.17695154746810715,1.274911377478591,-3.141592653589793
0.4882856794605954,-1.612854381722875,1.7897807394552028,-0.17692635773232768,1.2736838428580437,-3.141592653589793
0.4870597235354066,-1.6128556212119196,1.7897531399572213,-0.17689751874530169,1.2724578869328549,-3.141592653589793
0.4858351002121666,-1.6128536539593588,1.7897186456100318,-0.17686499165067304,1.271233263609615,-3.141592653589793
0.48461181644318563,-1.612848535297833,1.7896773095516894,-0.17682877425385635,1.270009979840634,-3.141592653589793
0.48338963955089137,-1.6128410538529938,1.7896298843026872,-0.1767888304496934,1.2687878029483397,-3.141592653589793
0.4821684360899572,-1.6128316828933975,1.7895768216614625,-0.17674513876806497,1.2675665994874057,-3.141592653589793
0.48094852982378095,-1.6128194980768278,1.789517240491511,-0.17669774241468317,1.2663466932212293,-3.141592653589793
0.47972902988628485,-1.6128072680499208,1.789453781919098,-0.1766465138691773,1.2651271932837331,-3.141592653589793
0.478510399588124,-1.6127936330591663,1.7893851496395001,-0.17659151658033378,1.2639085629855724,-3.141592653589793
0.47729292810899165,-1.6127777774831344,1.7893105663032909,-0.17653278882015644,1.26269109150644,-3.141592653589793
0.47607599260211403,-1.6127616287105955,1.7892318708966082,-0.1764702421860127,1.2614741559995624,-3.141592653589793
0.4748598771145514,-1.6127443797792873,1.7891482944387642,-0.1764039146594769,1.2602580405119999,-3.141592653589793
0.4736447610701293,-1.6127255467291959,1.7890593760303115,-0.17633382930111563,1.2590429244675776,-3.141592653589793
0.47242979158847564,-1.6127077086989299,1.7889675766277695,-0.17625986792883963,1.2578279549859241,-3.141592653589793
0.47121583503169656,-1.6126883357419284,1.7888704838431895,-0.1761821481012611,1.256613998429145,-3.141592653589793
0.47000208979805785,-1.612669836393302,1.7887703960905001,-0.17610055969719807,1.2554002531955062,-3.141592653589793
0.46878745223101204,-1.6126554675422566,1.7886704213130205,-0.17601495377076382,1.2541856156284603,-3.141592653589793
0.4675724914790554,-1.6126435591190231,1.78856896756104,-0.17592540844201676,1.2529706548765038,-3.141592653589793
0.46635786696912385,-1.6126322033247609,1.7884642160188633,-0.17583201269410242,1.2517560303665722,-3.141592653589793
0.4651452878693155,-1.6126164813834722,1.788351475362411,-0.17573499397893877,1.250543451266764,-3.141592653589793
0.4639340262772424,-1.6125985758826722,1.7882328287373843,-0.17563425285471213,1.2493321896746907,-3.141592653589793
0.4627229641103011,-1.6125817588584261,1.7881113988519626,-0.17552963999353643,1.2481211275077495,-3.141592653589793
0.461511898322298,-1.6125666346171517,1.787987763560895,-0.1754211289437433,1.2469100617197464,-3.141592653589793
0.46030282365089276,-1.6125475279646246,1.7878565097245924,-0.17530898175996779,1.245700987048341,-3.141592653589793
