R1J1,R1J2,R1J3,R1J4,R1J5,R1J6,R2J1,R2J2,R2J3,R2J4,R2J5,R2J6
-0.17608402517968952,-1.573210508578081,-0.13001525611218698,0.020084254431354257,0.11991143344768093,4.650353168252609e-19,0.10270790727598839,-1.573210508578081,-0.13001525611218698,0.02008425443135424,0.06580986792003737,-3.3337460966341695e-18
-0.18325483691782987,-1.5733088232494499,-0.13530997222124455,0.02090216171897551,0.12479468343941869,4.839733250013998e-19,0.10689056419982294,-1.5733088232494499,-0.13530997222124452,0.020902161718975493,0.06848989623541067,-3.469508927006367e-18
-0.190583368147233,-1.5734093003175624,-0.14072114375565647,0.02173805859076303,0.12978533880345333,5.033278680307944e-19,0.1111652171969396,-1.5734093003175624,-0.14072114375565642,0.021738058590763023,0.07122887083439955,-3.6082578132562836e-18
-0.198069426468342,-1.5735119371445445,-0.14624862865325874,0.022591923101502598,0.13488326851763988,5.230984377890489e-19,0.11553175404275784,-1.5735119371445445,-0.14624862865325872,0.022591923101502587,0.07402671980934848,-3.74998911274075e-18
-0.20571275893500948,-1.5736167302624042,-0.15189224014606886,0.023463726399997886,0.14008830032822012,5.43284366249114e-19,0.11999002719652592,-1.5736167302624042,-0.15189224014606884,0.02346372639999787,0.07688334862384211,-3.8946980365061346e-18
-0.21351305278397448,-1.573723675383033,-0.1576517472989101,0.024353432812275033,0.14540022124658863,5.638848274078243e-19,0.12453985422681675,-1.573723675383033,-0.1576517472989101,0.02435343281227502,0.07979864038534075,-4.0423786630993185e-18
-0.22146993616433952,-1.573832767408208,-0.16352687554803588,0.025260999924787288,0.1508187780460595,5.84898839212437e-19,0.12918101823702388,-1.573832767408208,-0.16352687554803585,0.025260999924787263,0.08277245611781618,-4.193023952378662e-18
-0.22958297886704784,-1.5739440004395922,-0.1695173072397542,0.026186378667619605,0.15634367775863267,6.0632526548717e-19,0.13391326829085798,-1.5739440004395922,-0.16951730723975414,0.02618637866761959,0.08580463503438744,-4.3466257593249736e-18
-0.23785169305436016,-1.574057367788737,-0.17562268216905177,0.02712951339769326,0.16197458817176064,6.281628178597394e-19,0.13873631983784224,-1.574057367788737,-0.17562268216905175,0.027129513397693247,0.08889499480995627,-4.503174847852486e-18
-0.24627553398933166,-1.5741728619870832,-0.18184259811821862,0.02809034198197043,0.16771113832511436,6.504100576878983e-19,0.14364985513880907,-1.5741728619870832,-0.1818425981182186,0.02809034198197041,0.09204333185384292,-4.66266090461982e-18
-0.2548539007652889,-1.5742904747959612,-0.18817661139547193,0.02906879588065876,0.17355291900734998,6.730653979859727e-19,0.14865352369139545,-1.5742904747959612,-0.1881766113954719,0.029068795880658735,0.09524942158242156,-4.825072552840946e-18
-0.26358613703530726,-1.5744101972165956,-0.19462423737358092,0.03006480023041607,0.1794994832528753,6.961271053514026e-19,0.1537469426555395,-1.5744101972165956,-0.1946242373735809,0.030064800230416053,0.0985130186917563,-4.990397366096172e-18
-0.2724715317416874,-1.5745320195001027,-0.20118495102849077,0.031078273927554908,0.1855503468386163,7.195933018912782e-19,0.15892969727897663,-1.5745320195001027,-0.20118495102849077,0.031078273927554887,0.10183385743023673,-5.1586218821431035e-18
-0.28150931984543237,-1.5746559311574955,-0.207858187477947,0.032109129711247075,0.19170498878078296,7.4346196714887695e-19,0.16420134132273476,-1.5746559311574955,-0.20785818747794696,0.032109129711247054,0.10521165187121335,-5.3297316167276005e-18
-0.290698683055725,-1.5747819209696814,-0.21464334252012013,0.03315727424672838,0.19796285183163667,7.677309400302041e-19,0.16956139748663132,-1.5747819209696814,-0.21464334252012013,0.033157274246728353,0.10864609618563355,-5.503711077394769e-18
-0.3000387505594042,-1.5749099769974673,-0.2215397731722293,0.03422260820850309,0.20432334297625568,7.923979207305284e-19,0.17500935783476862,-1.5749099769974673,-0.22153977317222923,0.034222608208503064,0.11213686491467705,-5.680543777299915e-18
-0.309528599750443,-1.5750400865915593,-0.2285467982091675,0.035305026363548715,0.2107858339293023,8.174604726609218e-19,0.18054468422103043,-1.5750400865915593,-0.22854679820916743,0.03530502636354868,0.11568361324239171,-5.860212249019529e-18
-0.31916725695942416,-1.5751722364025629,-0.2356636987021249,0.03640441765452036,0.21734966163178865,8.429160243747954e-19,0.18616680871457744,-1.5751722364025629,-0.2356636987021249,0.036404417654520335,0.11928597726832911,-6.042698058362226e-18
-0.32895369818301823,-1.5753064123909872,-0.242889718557214,0.037520665282955584,0.22401412874784365,8.6876187149444e-19,0.1918751340253436,-1.575306412390987,-0.242889718557214,0.037520665282955556,0.12294357428018013,-6.22798181817975e-18
-0.3388868498134602,-1.5754425998372439,-0.25022406505409356,0.03865364679247885,0.23077850416147916,8.949951786375614e-19,0.19766903392953233,-1.5754425998372439,-0.2502240650540935,0.038653646792478825,0.12665600302641083,-6.416043202177922e-18
-0.3489655893680268,-1.5755807833516502,-0.25766590938459305,0.03980323415200621,0.2376420234733566,9.216129813438217e-19,0.20354785369511236,-1.5755807833516502,-0.257665909384593,0.03980323415200619,0.13042284398889806,-6.606860958727619e-18
-0.3591887462185125,-1.5757209468844287,-0.26521438719133655,0.0409692938389498,0.24460388949755296,9.486121880013731e-19,0.20951091050731366,-1.5757209468844287,-0.26521438719133655,0.040969293838949775,0.1342436596555647,-6.80041292467573e-18
-0.36955510232070765,-1.575863073735711,-0.2728685991063678,0.04215168692242258,0.2516632727583277,9.759895817734e-19,0.21555749389412368,-1.575863073735711,-0.27286859910636785,0.04215168692242256,0.13811799479301606,-6.99667603915614e-18
-0.380063392943875,-1.5760071465655374,-0.28062761128977387,0.04335026914644283,0.258819311986889,1.0037418225246537e-18,0.2216868661517832,-1.5760071465655374,-0.2806276112897739,0.0433502691464428,0.14204537671917492,-7.195626357400696e-18
-0.39071230740022705,-1.5761531474038586,-0.28849045596831036,0.04456489101313884,0.26607111461816024,1.0318654487479935e-18,0.2278982627702829,-1.5761531474038586,-0.28849045596831024,0.04456489101313879,0.14602531557591764,-7.39723906455018e-18
-0.40150048977440195,-1.5763010576605379,-0.2964561319740238,0.04579539786595338,0.273417757287546,1.0603568794909212e-18,0.2341908928588584,-1.5763010576605376,-0.2964561319740238,0.04579539786595335,0.15005730460170924,-7.601488489465252e-18
-0.41242653965294157,-1.5764508581353511,-0.3045236052828786,0.047041629972848505,0.28085828632769927,1.0892124162821224e-18,0.24056393957148725,-1.5764508581353511,-0.3045236052828787,0.04704162997284846,0.1541408204042397,-7.808348118537461e-18
-0.4234890128537686,-1.5766025290279897,-0.3126918095533796,0.04830342260950999,0.2883917182652873,1.1184282450580026e-18,0.24701656053238466,-1.5766025290279897,-0.3126918095533796,0.04830342260950996,0.1582753232330594,-8.017790609500184e-18
-0.43468642215566256,-1.576756049948061,-0.32095964666519644,0.04958060614255198,0.29601704031775805,1.1480004380892248e-18,0.2535478882614992,-1.576756049948061,-0.32095964666519644,0.04958060614255195,0.1624602572522144,-8.229787805239606e-18
-0.4460172380277374,-1.5769113999250908,-0.3293259872577886,0.05087300611272161,0.30373321089010685,1.177924955907249e-18,0.26015703060000933,-1.5769113999250908,-0.3293259872577886,0.05087300611272159,0.1666950508128828,-8.444310747605688e-18
-0.45747988935891915,-1.5770685574185235,-0.3377896712690294,0.052180443318103654,0.31153916007164284,1.2081976492308704e-18,0.2668430711358193,-1.5770685574185233,-0.3377896712690294,0.05218044331810361,0.1709791167260098,-8.661329691223141e-18
-0.4690727641874213,-1.5772275003277234,-0.34634950847383056,0.05350273389732501,0.31943379013275514,1.2388142608927554e-18,0.27360506962905506,-1.5772275003277234,-0.3463495084738305,0.053502733897324975,0.17531185253494366,-8.880814117302388e-18
-0.480794210430223,-1.577388206001978,-0.3550042790227655,0.05483968941275937,0.3274159760216792,1.2697704277659796e-18,0.28044206243756004,-1.577388206001978,-0.35500427902276543,0.05483968941275934,0.1796926407880712,-9.102732747450529e-18
-0.49264253661254587,-1.5775506512504973,-0.363752733980695,0.0561911169337319,0.3354845658612641,1.3010616826905697e-18,0.28735306294239205,-1.577550651250497,-0.363752733980695,0.05619111693373187,0.18412084931145367,-9.327053557482329e-18
-0.5046160125973311,-1.5777148123524163,-0.3725935958653911,0.0575568191197237,0.3436383814457375,1.3326834564000366e-18,0.29433706197331866,-1.5777148123524163,-0.3725935958653911,0.05755681911972366,0.18859583148146225,-9.553743791231167e-18
-0.5167128703147159,-1.577880665066797,-0.3815255591861607,0.0589365943035765,0.35187621873747366,1.3646310794479168e-18,0.30139302823431313,-1.577880665066797,-0.3815255591861607,0.05893659430357646,0.1931169264974138,-9.78276997436003e-18
-0.5289313044915106,-1.5780481846426275,-0.3905472909824707,0.0603302365746972,0.3601968483637584,1.396899784134307e-18,0.3085199087290505,-1.5780481846426275,-0.3905472909824707,0.06033023657469716,0.19768345965420622,-1.001409792817244e-17
-0.5412694733806765,-1.5782173458288267,-0.39965743136257237,0.06173753586226262,0.3685990161135567,1.4294847064324068e-18,0.3157166291864047,-1.5782173458288264,-0.39965743136257226,0.06173753586226257,0.20229474261495475,-1.0247692783423479e-17
-0.5537254994908015,-1.5783881228842422,-0.4088545940421247,0.06315827801842389,0.37708144343427846,1.4623808879150525e-18,0.32298209448594284,-1.578388122884242,-0.40885459404212476,0.06315827801842383,0.20695007368362703,-1.0483518994130713e-17
-0.566297470315579,-1.578560489587655,-0.4181373668828203,0.0645922449015112,0.38564282792854515,1.4955832776812569e-18,0.3303151890834225,-1.578560489587655,-0.4181373668828202,0.06459224490151116,0.211648738077679,-1.0721540351385183e-17
-0.5789834390632815,-1.5787344192477788,-0.42750431243100745,0.06603921445923835,0.39428184385095594,1.5290867342827464e-18,0.3377147774362871,-1.5787344192477788,-0.42750431243100745,0.06603921445923831,0.21639000820069038,-1.096171999716236e-17
-0.5917814253862425,-1.5789098847132623,-0.43695396845631707,0.0674989608119074,0.40299714260485486,1.5628860276505014e-18,0.34517970442916246,-1.5789098847132623,-0.436953968456317,0.06749896081190736,0.2211731439150007,-1.1204020438133135e-17
-0.6046894161103291,-1.5790868583826898,-0.44648484849028536,0.06897125433561327,0.41178735323909665,1.5969758410212919e-18,0.35270879579935305,-1.5790868583826896,-0.44648484849028536,0.06897125433561321,0.2259973928143449,-1.1448403559474783e-17
-0.6177053659644213,-1.5792653122145832,-0.4560954423649779,0.07045586174544821,0.42065108294481285,1.6313507728642147e-18,0.3603008585623367,-1.5792653122145834,-0.45609544236497795,0.07045586174544817,0.23086199049648845,-1.169483063868191e-17
-0.6308271983098873,-1.5794452177374045,-0.4657842167516152,0.07195254617870658,0.4295869175521789,1.6660053388072338e-18,0.36795468143726184,-1.5794452177374045,-0.4657842167516152,0.07195254617870654,0.23576616083586344,-1.1943262359377445e-17
-0.6440528058700632,-1.579626546059555,-0.47554961569919607,0.0734610672780894,0.43859342202718066,1.7009339735637183e-18,0.3756690352724435,-1.579626546059555,-0.47554961569919607,0.07346106727808935,0.24070911625620459,-1.2193658825123604e-17
-0.6573800514597277,-1.5798092678793783,-0.48539006117312267,0.07498118127490892,0.4476691409683802,1.7361310328589793e-18,0.3834426734708589,-1.5798092678793783,-0.48539006117312267,0.07498118127490887,0.2456900580031842,-1.2445979573232865e-17
-0.6708067687145796,-1.5799933534951605,-0.49530395359382384,0.07651264107229322,0.4568125991036824,1.7715907953568063e-18,0.3912743324156438,-1.5799933534951605,-0.49530395359382384,0.07651264107229316,0.2507081764170481,-1.2700183588578916e-17
-0.6843307628207146,-1.5801787728151333,-0.50528967237538,0.0780551963283908,0.4660223017871015,1.8073074645860085e-18,0.39916273189558793,-1.5801787728151333,-0.5052896723753801,0.07805519632839074,0.2557626512052515,-1.2956229317407653e-17
